,pole_id,height_id,red_hist_mean,red_hist_std,green_hist_mean,green_hist_std,blue_hist_mean,blue_hist_std,kernel_0_mean,kernel_0_std,kernel_0_max,kernel_0_min,kernel_1_mean,kernel_1_std,kernel_1_max,kernel_1_min,kernel_10_mean,kernel_10_std,kernel_10_max,kernel_10_min,kernel_11_mean,kernel_11_std,kernel_11_max,kernel_11_min,kernel_12_mean,kernel_12_std,kernel_12_max,kernel_12_min,kernel_13_mean,kernel_13_std,kernel_13_max,kernel_13_min,kernel_14_mean,kernel_14_std,kernel_14_max,kernel_14_min,kernel_15_mean,kernel_15_std,kernel_15_max,kernel_15_min,kernel_16_mean,kernel_16_std,kernel_16_max,kernel_16_min,kernel_17_mean,kernel_17_std,kernel_17_max,kernel_17_min,kernel_2_mean,kernel_2_std,kernel_2_max,kernel_2_min,kernel_3_mean,kernel_3_std,kernel_3_max,kernel_3_min,kernel_4_mean,kernel_4_std,kernel_4_max,kernel_4_min,kernel_5_mean,kernel_5_std,kernel_5_max,kernel_5_min,kernel_6_mean,kernel_6_std,kernel_6_max,kernel_6_min,kernel_7_mean,kernel_7_std,kernel_7_max,kernel_7_min,kernel_8_mean,kernel_8_std,kernel_8_max,kernel_8_min,kernel_9_mean,kernel_9_std,kernel_9_max,kernel_9_min,gray_hist_mean,gray_hist_std,hyper_pca_0_mean,hyper_pca_0_std,hyper_pca_1_mean,hyper_pca_1_std,hyper_pca_2_mean,hyper_pca_2_std,diameter_mean,diameter_std,diameter_mode,surface_density,middle_density,interior_density,height,diameter,surface_depth
0,0,0,33.285507,4.8353643,26.735497,1.2980758,23.705713,1.7729557,0.19506298,0.063694574,0.42565334,0.0,0.10853507,0.039556343,0.16788124,0.0,0.08339862,0.035241067,0.18207985,0.0,0.11262619,0.061984446,0.2973872,0.0,0.26440322,0.092278376,0.4414507,0.0,0.19604827,0.07443395,0.4192047,0.0,0.16810317,0.07218279,0.44187236,0.0,0.17839043,0.086579725,0.47157902,0.0,0.15092242,0.05043172,0.35164353,0.0,0.13336927,0.054839574,0.2758391,0.0,0.097814485,0.04304903,0.16534758,0.0,0.18185574,0.06419549,0.42974657,0.0,0.10652955,0.03160018,0.18019874,0.0,0.15951163,0.055274278,0.3370679,0.0,0.17978962,0.075815804,0.47685552,0.0,0.11549023,0.11643656,0.557165,0.0,0.078281224,0.0955668,0.4849756,0.0,0.18472447,0.063422896,0.4263695,0.0,26.593433,1.1120911,-0.00070818176,0.000106599495,-0.00012477784,8.192546e-05,-0.00016587495,3.3420893e-05,0.192331238185664,0.0090972181246959,0.1903549768012506,15690.390625,17969.615234375,16935.525390625,98.0,19.0,0.8658194541931152
1,0,1,35.829697,5.427175,27.231295,1.6630441,24.409092,1.3080416,0.17641461,0.027503233,0.21794283,0.1101346,0.14152193,0.024581922,0.18186906,0.096895754,0.08002856,0.033919673,0.14597249,0.027378835,0.09803911,0.0404472,0.18933438,0.02618638,0.18111822,0.053766936,0.28222638,0.097243056,0.15753697,0.026876451,0.20132196,0.09044277,0.15027353,0.02411213,0.21373507,0.10434526,0.13582133,0.044729058,0.22312716,0.058153953,0.13679534,0.02939626,0.1971892,0.06245165,0.13019942,0.028267957,0.21524765,0.06575471,0.12501343,0.026862686,0.17539404,0.0589451,0.15883845,0.028726293,0.20103975,0.09388482,0.09705921,0.016802134,0.13372236,0.05835364,0.16333108,0.036957994,0.24230546,0.050177883,0.14452732,0.02998498,0.18544823,0.08103148,0.0711014,0.017977726,0.1188313,0.041432306,0.03675623,0.010136172,0.0630403,0.017910838,0.15980992,0.031350855,0.20807046,0.09045519,27.424942,1.5487036,-0.00069796824,0.00012807394,-0.00012459428,9.480627e-05,-0.00016536858,4.4808035e-05,0.1937937364163453,0.0077714847855553,0.1917904695424891,15446.1904296875,17357.75390625,16006.70703125,98.0,19.0,0.8663055300712585
2,0,2,37.949654,7.1350756,27.734688,2.4931078,25.227655,1.8053585,0.1820918,0.019318426,0.22445689,0.13287741,0.16228844,0.029388811,0.22534147,0.112968154,0.08718621,0.033372942,0.15401874,0.029538482,0.12413608,0.05654626,0.26357666,0.036202062,0.17419857,0.06606998,0.29143888,0.08835759,0.16001125,0.026410285,0.20699966,0.09038463,0.15353708,0.027682614,0.21582271,0.10791782,0.1301889,0.047079068,0.22153252,0.04047688,0.13918933,0.031286553,0.20285097,0.07973727,0.13470785,0.032036174,0.22232734,0.06564604,0.13722874,0.02824387,0.20795245,0.07060854,0.16193394,0.023073059,0.20360744,0.10520929,0.101994745,0.019816052,0.14778477,0.059059545,0.20596856,0.048048448,0.30200577,0.08658395,0.14683618,0.030444909,0.19623509,0.081390545,0.06548666,0.014597988,0.11958939,0.03907849,0.039987884,0.018337531,0.096459135,0.015753921,0.16398342,0.021446176,0.20017166,0.10966912,28.179272,2.6262705,-0.00054364355,0.00026980494,-8.023478e-05,6.509386e-05,-0.00018121101,6.9012676e-05,0.1901815087463526,0.0063018242725983,0.1905322397250535,15444.64453125,17318.431640625,16956.673828125,98.0,19.0,0.867152750492096
3,0,3,40.802998,9.133465,28.86669,3.269534,26.450733,1.5118524,0.201333,0.041576114,0.2742843,0.124652214,0.14962353,0.032831144,0.20485081,0.09624287,0.0853775,0.02707747,0.14778471,0.036677834,0.13688716,0.06465598,0.28992438,0.03873492,0.20676866,0.07055305,0.30312154,0.103110895,0.18655021,0.052794985,0.27259538,0.09618727,0.16563931,0.034836903,0.22579734,0.102492936,0.16222401,0.074748196,0.28387362,0.040175706,0.16316368,0.046325136,0.25515935,0.08080262,0.14535116,0.03624519,0.21006304,0.073064975,0.14390184,0.03328091,0.21167691,0.079256125,0.18195955,0.047793195,0.27167448,0.110356204,0.11698805,0.029234566,0.2006785,0.07339747,0.21911497,0.041798793,0.3495652,0.14959589,0.17091747,0.050875053,0.2642619,0.08869015,0.07897845,0.026340755,0.14551811,0.043543123,0.041587725,0.01652817,0.08938738,0.0131920185,0.18709606,0.047769617,0.2718766,0.10068641,29.497242,3.2467926,-0.00019536621,0.00049486104,-2.9141285e-05,0.000109660396,-0.00021858282,9.814002e-05,0.1813699869341453,0.029256568586996,0.1877598722882931,15549.80078125,17493.2421875,16444.6171875,98.0,19.0,0.8734861016273499
4,0,4,42.525814,9.57547,28.284233,2.337356,26.577112,1.0610551,0.20090912,0.031020908,0.26129764,0.14177047,0.13479261,0.032087546,0.19688657,0.07875859,0.06999703,0.01876488,0.10894367,0.03917406,0.10510986,0.036395688,0.2064736,0.04025199,0.23197928,0.0651488,0.34143537,0.12091698,0.19370127,0.039706893,0.2568152,0.13062505,0.16044827,0.026776263,0.21162832,0.10568402,0.1642726,0.07075223,0.2937355,0.045479737,0.16166256,0.03821358,0.2513827,0.092438124,0.13674039,0.026278874,0.20315526,0.085918725,0.12767503,0.033817727,0.18602468,0.074066855,0.18071526,0.03627937,0.2578472,0.11918227,0.085032485,0.02553109,0.15642324,0.034404494,0.15949513,0.05480341,0.27082956,0.05932296,0.16915132,0.04108245,0.25599566,0.09869818,0.058627184,0.018709186,0.107197784,0.020709202,0.033203285,0.011406572,0.06097779,0.015018001,0.18693703,0.037458763,0.26703805,0.12916866,29.356304,2.5450723,0.00069286994,0.00092159543,0.00020931606,0.00021652663,-0.00021600038,0.0001830279,0.1819951342899058,0.0264779864602256,0.186343489702332,15488.2880859375,17294.349609375,16623.06640625,98.0,19.0,0.8756805658340454
5,0,5,43.471317,8.824857,28.742222,1.6024456,27.59171,1.1614484,0.22945255,0.024532499,0.29662007,0.18815069,0.1311034,0.020934349,0.17822286,0.09409937,0.07504967,0.033806466,0.16117269,0.030303825,0.119345665,0.05479469,0.259247,0.02931004,0.28856388,0.05125992,0.35935685,0.19666605,0.22102875,0.032388207,0.27083746,0.14642397,0.18607052,0.023618532,0.2678754,0.14244476,0.21462826,0.061645992,0.3129178,0.09395933,0.19392572,0.02815866,0.24834633,0.1301446,0.16140659,0.024979252,0.24320196,0.11440723,0.12078311,0.023674386,0.1738474,0.081047475,0.20885874,0.023117125,0.25039718,0.1613752,0.08854767,0.02617463,0.14819175,0.04528975,0.15895809,0.028863333,0.21062854,0.10342632,0.1991513,0.026607169,0.23857369,0.1358682,0.051934794,0.016687872,0.092053965,0.023678113,0.034500394,0.016097225,0.082177624,0.014254658,0.21442741,0.025073009,0.26096502,0.1643225,30.02997,2.0916026,0.0012001662,0.0013392031,0.0004082808,0.00024166206,-0.00025224147,0.0003018785,0.1841751069733829,0.0236851065465673,0.1866397667328872,15514.4404296875,17500.580078125,16797.953125,98.0,19.0,0.8805277943611145
6,0,6,44.955284,8.230394,30.336025,1.3349137,28.688032,0.70917535,0.26702777,0.041407794,0.3605318,0.2036834,0.12964396,0.014986564,0.16543035,0.09166761,0.08657285,0.028281536,0.14797556,0.04082838,0.104866885,0.047942705,0.19661982,0.03179745,0.33962607,0.017813653,0.36739737,0.29378062,0.26321524,0.01915167,0.31544334,0.23532057,0.22221574,0.046371087,0.34371486,0.16222462,0.25042725,0.046920184,0.34692615,0.17310923,0.22583592,0.031149358,0.29237714,0.1586508,0.18977122,0.046667203,0.31961745,0.124542356,0.12441622,0.033800285,0.19505656,0.081917346,0.24245322,0.028352313,0.30791223,0.1978628,0.09974712,0.033878513,0.22532502,0.055604767,0.14856856,0.03769045,0.23561066,0.050969057,0.23210178,0.024736643,0.28534663,0.18090206,0.06424028,0.010728122,0.08683294,0.04009306,0.029995317,0.010792994,0.060547546,0.011692301,0.2498038,0.02881544,0.31458706,0.20377326,31.454224,1.6814852,0.004092866,0.0032889107,2.4901647e-05,0.0006773133,-0.0004283836,0.0004918363,0.1803518010873105,0.0141758621917331,0.1835280095884058,15560.0751953125,17273.2890625,16686.794921875,98.0,19.0,0.8831527829170227
7,0,7,45.27872,6.4269786,31.725018,1.6469222,29.200361,1.3050938,0.30735233,0.061699897,0.46463445,0.22277018,0.14023851,0.020496404,0.18519247,0.09699264,0.09926945,0.031192545,0.173356,0.04142829,0.14270875,0.06167173,0.2496486,0.035873674,0.38057423,0.033862848,0.4546097,0.337849,0.3046639,0.040635068,0.40903622,0.2432325,0.26384357,0.07601352,0.45513433,0.17400645,0.27005005,0.044561885,0.33695966,0.18508068,0.26082265,0.045427747,0.4034288,0.17781162,0.22671306,0.072430134,0.44178468,0.1408085,0.1480486,0.049058247,0.24527389,0.073257014,0.27973828,0.04447301,0.4091364,0.21051233,0.11450244,0.02633564,0.17962332,0.063433796,0.17498268,0.040676054,0.33349577,0.079584636,0.26827672,0.040517777,0.3939148,0.1974955,0.07484379,0.025270214,0.151369,0.034972847,0.043161944,0.024523951,0.10726324,0.01828773,0.2885104,0.04450663,0.41515464,0.21379468,32.452267,1.869421,0.0036384594,0.0030359996,-0.00046750295,0.0011885301,-0.0002131645,0.00047508974,0.1770189535058356,0.0113328751428516,0.1791885836013477,15692.88671875,17374.05859375,16728.275390625,98.0,19.0,0.8855833411216736
8,0,8,46.623856,5.541791,33.727066,2.020156,30.338097,1.6475606,0.32839176,0.062590495,0.46289438,0.17393199,0.14742985,0.020514706,0.19245297,0.11331167,0.09371161,0.04116829,0.20584306,0.04481895,0.14479557,0.06844117,0.33098522,0.0437873,0.38627365,0.060727596,0.46527833,0.2069171,0.33049816,0.043845657,0.41030017,0.15966138,0.28414416,0.07623313,0.45397812,0.12589231,0.29136977,0.053429954,0.41654816,0.09288931,0.28174913,0.046955775,0.39262187,0.111249566,0.24261898,0.07114249,0.430775,0.095691085,0.13483281,0.030152049,0.22522102,0.09969242,0.30262324,0.04677895,0.40614402,0.14927931,0.12396186,0.037749782,0.2335509,0.048505556,0.19536816,0.053379323,0.34101486,0.08976533,0.2915098,0.04364457,0.3887446,0.1304673,0.077679336,0.02941641,0.16812992,0.031061614,0.050754935,0.037467543,0.15288334,0.015735583,0.31001273,0.04606504,0.4120729,0.15045907,34.134533,2.1308076,-0.00018266116,0.0006522439,-0.00020886831,0.00040586872,-8.154442e-05,0.00015322669,0.1797974127945096,0.0137719140600436,0.1796076803606568,15721.51953125,17376.0546875,16766.12890625,98.0,19.0,0.8889999985694885
9,0,9,43.63773,6.427815,32.529205,2.9760907,28.63628,2.2977397,0.19597682,0.07269774,0.35164183,0.0,0.091059215,0.049933653,0.1889239,0.0,0.07825225,0.033541918,0.15183076,0.0,0.101660535,0.050154105,0.2598461,0.0,0.21349698,0.08380438,0.37771052,0.0,0.18273239,0.07936344,0.32277915,0.0,0.15741326,0.07082991,0.33547014,0.0,0.22272275,0.07990888,0.38571447,0.0,0.17460625,0.066486865,0.30829772,0.0,0.13516977,0.060540874,0.31528115,0.0,0.079505034,0.04309515,0.16964081,0.0,0.18970756,0.065979585,0.32219654,0.0,0.102450065,0.03824671,0.19683863,0.0,0.13411447,0.044121176,0.2525611,0.0,0.20021568,0.06714594,0.35699785,0.0,0.080139086,0.06018061,0.26752687,0.0,0.0562603,0.052072734,0.23236024,0.0,0.19490227,0.06780187,0.3328727,0.0,32.63938,3.0239775,-0.00045142925,0.00037861688,-0.0002497937,0.00030106734,-7.0707436e-05,0.0001840485,0.176474658565372,0.0221202939479575,0.1814975887675261,15949.5166015625,17816.333984375,17130.17578125,98.0,19.0,0.8910694718360901
10,30,0,66.52634,11.946262,45.52039,7.8387394,31.157686,6.470842,0.29985875,0.12597139,0.55308807,0.0,0.08803408,0.03844998,0.19797406,0.0,0.07305739,0.035996526,0.1575956,0.0,0.08271773,0.028813982,0.17666394,0.0,0.38756475,0.1799078,0.63506246,0.0,0.33588883,0.15350087,0.6146561,0.0,0.27498412,0.114554755,0.5269298,0.0,0.35513622,0.14467819,0.70743155,0.0,0.32249367,0.14182897,0.6221086,0.0,0.25432593,0.10189764,0.44932932,0.0,0.07744224,0.03897808,0.17463268,0.0,0.31012848,0.13386789,0.5906634,0.0,0.08330117,0.025934305,0.14574976,0.0,0.12456022,0.054135695,0.2743057,0.0,0.31760642,0.14314078,0.624388,0.0,0.09565343,0.08066035,0.42395294,0.0,0.069791056,0.06595652,0.3953041,0.0,0.30286825,0.13104562,0.57500875,0.0,43.46511,7.8138666,-0.00079089217,3.0708437e-05,-0.00014427803,4.853238e-06,-0.00016496863,1.2137017e-05,0.2314225682297724,0.0350681324508849,0.2299350579613422,16517.27734375,16933.341796875,17128.00390625,107.0,23.5,0.8589516878128052
11,30,1,77.94783,12.180227,53.7877,8.012156,38.667328,6.7044005,0.24046767,0.105781324,0.40556157,0.10922222,0.14496244,0.039366562,0.21223208,0.071734786,0.08181719,0.040824004,0.17468326,0.035658687,0.10191646,0.038656373,0.18344934,0.028684583,0.25525826,0.14527522,0.5201014,0.056416314,0.23628628,0.1232417,0.4431037,0.097187564,0.20992123,0.09422258,0.35888857,0.09613535,0.19337219,0.09322028,0.37396133,0.057466935,0.22339782,0.122185916,0.44496584,0.08444869,0.19785622,0.08902804,0.35137618,0.062712416,0.12463161,0.038236227,0.18731633,0.062224787,0.23777674,0.10924896,0.41814628,0.10243173,0.10181673,0.035462573,0.1977469,0.043665882,0.14472838,0.060980268,0.28321424,0.06891304,0.22786637,0.115632266,0.43260646,0.094365366,0.06754529,0.019145112,0.11427151,0.03503872,0.049729206,0.02095559,0.1016776,0.017195735,0.23035242,0.11064304,0.41679496,0.09981117,51.817802,8.0306225,-0.0007942608,1.0879046e-06,-0.00014498524,4.3371892e-07,-0.00016381171,2.5061544e-07,0.2170709002372073,0.0295654176399938,0.2241375900859828,15927.9853515625,16502.3984375,16993.0625,107.0,23.5,0.8591023087501526
12,30,2,88.33387,11.658127,61.03711,7.479118,44.763565,5.6867623,0.22573023,0.08375943,0.38184112,0.11784902,0.1731318,0.02363056,0.22036502,0.11893766,0.08864792,0.036832284,0.18459202,0.039679434,0.10561038,0.04518027,0.2377407,0.04108592,0.18898822,0.13031471,0.4347376,0.05484403,0.20028917,0.10621546,0.3906458,0.089072585,0.19024093,0.07471817,0.32688954,0.10346775,0.140486,0.08364492,0.3111914,0.057028398,0.18881826,0.10853033,0.4084376,0.0761384,0.17997737,0.07186594,0.32878914,0.07143767,0.127071,0.036099575,0.18750817,0.06577493,0.2172738,0.0889086,0.39044595,0.11360991,0.112778075,0.022013389,0.17066514,0.07315619,0.13841328,0.051402513,0.27711418,0.068376124,0.19987768,0.098550946,0.39809003,0.10125889,0.06838274,0.01661272,0.104194656,0.02873304,0.056707844,0.02571267,0.13300921,0.015491683,0.20986529,0.09073726,0.38653988,0.108655035,59.086502,7.4290586,-0.00079430727,1.0634052e-07,-0.00014500518,6.845853e-08,-0.00016379789,9.8417516e-08,0.2144085887986968,0.0377010755400921,0.2211102427032342,15477.2802734375,16139.37890625,16764.54296875,107.0,23.5,0.8593209981918335
13,30,3,92.23469,10.053293,62.978928,6.08798,46.153114,4.7317266,0.21595415,0.060331143,0.33325177,0.11866489,0.17032465,0.013160401,0.20324162,0.1384354,0.09083193,0.041989878,0.19636008,0.03971054,0.116352424,0.037364565,0.25005683,0.061423145,0.17739949,0.088602066,0.3589119,0.07116178,0.18943097,0.07643905,0.33965743,0.08643483,0.1838579,0.058771055,0.28387222,0.09058747,0.13355942,0.056690786,0.25703636,0.044304367,0.18235658,0.07694727,0.3512616,0.07043649,0.17473839,0.053496398,0.2929217,0.075612694,0.13692242,0.030881217,0.20322847,0.07451141,0.20590535,0.06396812,0.3369298,0.10209221,0.12141739,0.022860032,0.17799865,0.07423821,0.15678117,0.053291883,0.29903352,0.05865753,0.19024874,0.06984266,0.34085438,0.08579753,0.08624052,0.03195492,0.15702614,0.02906593,0.06665012,0.025206035,0.13034892,0.017780032,0.20056672,0.06387735,0.3349744,0.10573375,61.0575,6.0599704,-0.00079011935,3.5038574e-05,-0.00014547615,6.40383e-06,-0.00016496704,9.771987e-06,0.2140000587474066,0.0296494935223289,0.2191918512215999,15394.458984375,15783.1337890625,16448.08203125,107.0,23.5,0.85736083984375
14,30,4,99.03895,7.577017,66.624954,5.4473896,48.56198,4.943189,0.21982513,0.039644778,0.26888698,0.10499953,0.16041444,0.018426647,0.20454188,0.12097022,0.09763315,0.04861619,0.20488325,0.04180178,0.12421478,0.04601459,0.25590697,0.052359488,0.17981906,0.031256292,0.25861132,0.104126334,0.19054908,0.035347126,0.26372787,0.10206574,0.19076556,0.040814415,0.25307867,0.08313544,0.1459935,0.032417268,0.19901042,0.07520056,0.18768775,0.036327206,0.2568689,0.08144155,0.18222052,0.039033815,0.25121835,0.06262266,0.13732108,0.045833185,0.2431933,0.058155376,0.21007626,0.038189802,0.26804176,0.09922781,0.13893376,0.038505767,0.22167648,0.07078545,0.17387229,0.046075124,0.29419914,0.10565617,0.19242418,0.03353428,0.24761578,0.09720023,0.09829088,0.031018898,0.19755015,0.04524047,0.06119222,0.029346768,0.12226118,0.016130278,0.20257297,0.035228472,0.25118655,0.10203696,64.648575,5.4603376,-0.0007734571,9.31955e-05,-0.00014181358,3.1194242e-05,-0.00016363796,1.8596067e-05,0.2079086234786429,0.040266633280096,0.2183712513552978,15468.9052734375,15835.134765625,16474.150390625,107.0,23.5,0.8603363037109375
